Mask File,Volume (cubic microns),Integrated Density,Mean Intensity
processed_Cs_TAP_1x-PK_mito_chloro_001_C3_BGSub.segmentation.tiff,25.197514361726434,285352329,271.23869475701355
processed_Cs_TAP_1x-PK_mito_chloro_010_C3_BGSub.segmentation.tiff,39.08817724825806,1750151144,1072.4031054111852
processed_Cs_TAP_1x-PK_mito_chloro_006_C3_BGSub.segmentation.tiff,66.85319222976864,4090488143,1465.4834364602445
processed_Cs_TAP_1x-PK_mito_chloro_011_C3_BGSub.segmentation.tiff,130.086442589215,2106120659,387.77440169064374
processed_Cs_TAP_1x-PK_mito_chloro_007_C3_BGSub.segmentation.tiff,64.87168254409309,3272532849,1208.2499285579788
processed_Cs_TAP_1x-PK_mito_chloro_005_C3_BGSub.segmentation.tiff,53.4244289248721,2735443527,1226.3538261863666
processed_Cs_TAP_1x-PK_mito_chloro_009_C3_BGSub.segmentation.tiff,9.531082904699213,290925847,731.0851893641455
processed_Cs_TAP_1x-PK_mito_chloro_002_C3_BGSub.segmentation.tiff,25.197514361726434,199708145,189.8305045274202
processed_Cs_TAP_1x-PK_mito_chloro_003_C3_BGSub.segmentation.tiff,0.8917284585873051,9369736,251.6649029034944
processed_Cs_TAP_1x-PK_mito_chloro_004_C3_BGSub.segmentation.tiff,65.95377542450231,9718621693,3529.3354767766205
processed_Cs_TAP_1x-PK_mito_chloro_008_C3_BGSub.segmentation.tiff,24.37481336459997,1314311284,1291.471608601876
