Mask File,Volume (cubic microns),Integrated Density,Mean Intensity
processed_Cs_TAP_1x-PK_mito_chloro_002_C2_BGSub.segmentation.tiff,34.05583100515792,1990189986,1399.6871653203289
processed_Cs_TAP_1x-PK_mito_chloro_009_C2_BGSub.segmentation.tiff,42.86068849037268,3292406545,1839.8492454308414
processed_Cs_TAP_1x-PK_mito_chloro_005_C2_BGSub.segmentation.tiff,65.47587641737942,4821780895,1763.8192464030647
processed_Cs_TAP_1x-PK_mito_chloro_008_C2_BGSub.segmentation.tiff,26.447122185042367,1453373291,1316.2145240883276
processed_Cs_TAP_1x-PK_mito_chloro_004_C2_BGSub.segmentation.tiff,61.28024264432544,3556894527,1390.2036890541567
processed_Cs_TAP_1x-PK_mito_chloro_003_C2_BGSub.segmentation.tiff,27.67735345862831,2250298212,1947.3474256449842
processed_Cs_TAP_1x-PK_mito_chloro_006_C2_BGSub.segmentation.tiff,39.46428350340019,3258964906,1977.8957038720198
processed_Cs_TAP_1x-PK_mito_chloro_010_C2_BGSub.segmentation.tiff,63.94932045496851,5055990656,1893.6436437726124
processed_Cs_TAP_1x-PK_mito_chloro_001_C2_BGSub.segmentation.tiff,34.05583100515792,5413262439,3807.110884728831
processed_Cs_TAP_1x-PK_mito_chloro_007_C2_BGSub.segmentation.tiff,46.37126901821395,3361453594,1736.2252366908222
processed_Cs_TAP_1x-PK_mito_chloro_011_C2_BGSub.segmentation.tiff,111.15155364664619,8631812836,1860.0062481360746
